       table_name       |          column_name           |          data_type          | is_nullable |                   column_default                   
 yukyu_requests         | notes                          | text                        | YES         | 
 yukyu_requests         | created_at                     | timestamp with time zone    | YES         | now()
 yukyu_requests         | updated_at                     | timestamp with time zone    | YES         | 
 yukyu_usage_details    | id                             | integer                     | NO          | nextval('yukyu_usage_details_id_seq'::regclass)
 yukyu_usage_details    | request_id                     | integer                     | NO          | 
 yukyu_usage_details    | balance_id                     | integer                     | NO          | 
 yukyu_usage_details    | usage_date                     | date                        | NO          | 
 yukyu_usage_details    | days_deducted                  | numeric                     | NO          | 
 yukyu_usage_details    | created_at                     | timestamp with time zone    | YES         | now()
(742 rows)

